"species","COUNT(sourceID)"
"Rhodostemonodaphne licanioides",2
"Rhodostemonodaphne sordida",2
"Ruagea insignis",2
"Rudgea bracteata",2
"Rudgea japurensis",2
"Salacia alwynii",2
"Sarcaulus vestitus",2
"Schefflera pentandra",2
"Schlegelia scandens",2
"Seguieria aculeata",2
"Seguieria macrophylla",2
"Simaba cedron",2
"Simaba orinocensis",2
"Siparuna macrotepala",2
"Siparuna schimpffii",2
"Siphoneugena dussii",2
"Solanum altissimum",2
"Solanum aphyodendron",2
"Solanum calidum",2
"Solanum leptopodum",2
"Solanum malletii",2
"Solanum oppositifolium",2
"Spachea tricarpa",2
"Spondias venulosa",2
"Stenostomum acreanum",2
"Strychnos ecuadoriensis",2
"Strychnos mattogrossensis",2
"Styrax guyanensis",2
"Styrax pentlandianus",2
"Swartzia multijuga",2
"Syagrus inajai",2
"Symplocos arechea",2
"Tabernaemontana siphilitica",2
"Tabernaemontana undulata",2
"Tapura singularis",2
"Terminalia guyanensis",2
"Tessmannianthus cenepensis",2
"Tessmannianthus heterostemon",2
"Tetrorchidium macrophyllum",2
"Tocoyena williamsii",2
"Tontelea mauritioides",2
"Tovomita krukovii",2
"Tovomita schomburgkii",2
"Tovomita stylosa",2
"Toxosiphon trifoliatus",2
"Trattinnickia lancifolia",2
"Trattinnickia lawrancei",2
"Trichilia bullata",2
"Trichilia elsae",2
"Trichilia laxipaniculata",2
"Trichilia obovata",2
"Trichostigma octandrum",2
"Trigynaea triplinervis",2
"Trophis racemosa",2
"Vantanea peruviana",2
"Virola albidiflora",2
"Virola dixonii",2
"Virola obovata",2
"Vismia floribunda",2
"Vismia sprucei",2
"Vitex schunkei",2
"Vochysia boliviana",2
"Vochysia braceliniae",2
"Vochysia diversa",2
"Vouarana anomala",2
"Warszewiczia cordata",2
"Wittmackanthus stanleyanus",2
"Xylopia frutescens",2
"Xylopia macrantha",2
"Xylosma benthamii",2
"Xylosma tessmannii",2
"Zygia inaequalis",2
"Byrsonima coccolobifolia",3
"Duguetia hadrantha",3
"Endlicheria metallica",3
"Erythroxylum anguifugum",3
"Kielmeyera coriacea",3
"Mauria heterophylla",3
"Ocotea canaliculata",3
"Palicourea rigida",3
"Pouteria pariry",3
"Rudgea cornifolia",3
"Salvertia convallariodora",3
"Abarema laeta",4
"Acalypha stricta",4
"Aegiphila martinicensis",4
"Aldina latifolia",4
"Alseis lugonis",4
"Ampelocera longissima",4
"Andira vermifuga",4
"Annona deminuta",4
"Annona poeppigii",4
"Anthodiscus amazonicus",4
"Bactris hirta",4
"Bauhinia tarapotensis",4
"Bellucia dichotoma",4
"Brownea grandiceps",4
"Buchenavia pallidovirens",4
"Bunchosia paraguariensis",4
"Calyptranthes forsteri",4
"Calyptranthes krugioides",4
"Calyptranthes macrophylla",4
"Calyptranthes ruiziana",4
"Campomanesia speciosa",4
"Caraipa valioi",4
"Cardiopetalum calophyllum",4
"Carpotroche amazonica",4
"Casearia acuminata",4
"Casearia singularis",4
"Casearia uleana",4
"Cassia cowanii",4
"Cavanillesia hylogeiton",4
"Cecropia obtusa",4
"Cestrum fulvescens",4
"Cestrum microcalyx",4
"Chaetocarpus echinocarpus",4
"Chomelia spinosa",4
"Clavija procera",4
"Cleidion praealtum",4
"Clusia amazonica",4
"Clusia ducuoides",4
"Clusia trochiformis",4
"Combretum mellifluum",4
"Cordia collococca",4
"Cordia kingstoniana",4
"Cordia sprucei",4
"Couepia bernardii",4
"Couepia chrysocalyx",4
"Couepia macrophylla",4
"Coussapoa latifolia",4
"Croton cuneatus",4
"Croton schiedeanus",4
"Cupania diphylla",4
"Cupania latifolia",4
"Dendrobangia boliviana",4
"Dendropanax caucanus",4
"Dilkea parviflora",4
"Diplokeleba floribunda",4
"Duguetia cadaverica",4
"Duguetia lucida",4
"Duguetia stenantha",4
"Elaeagia pastoensis",4
"Elaeoluma glabrescens",4
"Endlicheria rubriflora",4
"Eriotheca roseorum",4
"Erythrina fusca",4
"Erythrochiton fallax",4
"Erythroxylum ruryi",4
"Erythroxylum tortuosum",4
"Erythroxylum ulei",4
"Eschweilera obversa",4
"Eugenia mimus",4
"Eugenia patens",4
"Faramea platyneura",4
"Ficus aripuanensis",4
"Ficus gomelleira",4
"Ficus macbridei",4
"Ficus popenoei",4
"Ficus tonduzii",4
"Ficus ypsilophlebia",4
"Froesia diffusa",4
"Guatteria ferruginea",4
"Hamelia axillaris",4
"Hedyosmum sprucei",4
"Heisteria duckei",4
"Helicostylis heterotricha",4
"Himatanthus articulatus",4
"Hirtella guainiae",4
"Hortia coccinea",4
"Humiriastrum mapiriense",4
"Hyospathe elegans",4
"Hyperbaena domingensis",4
"Inga aliena",4
"Inga fastuosa",4
"Inga multijuga",4
"Inga multinervis",4
"Inga sarayacuensis",4
"Inga tessmannii",4
"Iryanthera sagotiana",4
"Itaya amicorum",4
"Licania sclerophylla",4
"Licaria dolichantha",4
"Lonchocarpus nicou",4
"Lonchocarpus seorsus",4
"Luehea speciosa",4
"Machaerium latifolium",4
"Machaerium nyctitans",4
"Macoubea sprucei",4
"Macrolobium arenarium",4
"Macrolobium colombianum",4
"Macrolobium stenocladum",4
"Magonia pubescens",4
"Malouetia killipii",4
"Marila pluricostata",4
"Marlierea imperfecta",4
"Matisia soegengii",4
"Metteniusa tessmanniana",4
"Miconia acinodendron",4
"Miconia aurea",4
"Miconia brachybotrya",4
"Miconia lugonis",4
"Miconia rugosa",4
"Miconia serrulata",4
"Miconia tetrasperma",4
"Micropholis macrophylla",4
"Mouriri cauliflora",4
"Myrcia mollis",4
"Myrsine laetevirens",4
"Naucleopsis herrerensis",4
"Nectandra gracilis",4
"Nectandra lineata",4
"Neea altissima",4
"Neea madeirana",4
"Neoptychocarpus killipii",4
"Ocotea fasciculata",4
"Ormosia arborea",4
"Ormosia elata",4
"Ormosia excelsa",4
"Otoba novogranatensis",4
"Ouratea iquitosensis",4
"Oxandra macrophylla",4
"Palicourea corymbifera",4
"Palicourea nigricans",4
"Palicourea punicea",4
"Parkia balslevii",4
"Parkia gigantocarpa",4
"Pentagonia macrophylla",4
"Perebea humilis",4
"Perebea longepedunculata",4
"Perebea mennegae",4
"Peritassa laevigata",4
"Peritassa peruviana",4
"Phragmotheca ecuadorensis",4
"Picramnia magnifolia",4
"Piper pilirameum",4
"Piptadenia killipii",4
"Piptadenia peruviana",4
"Piptadenia pteroclada",4
"Platymiscium trinitatis",4
"Pleurothyrium brochidodromum",4
"Pogonopus tubulosus",4
"Pourouma ferruginea",4
"Pourouma floccosa",4
"Pourouma herrerensis",4
"Pouteria aubrevillei",4
"Pouteria pallens",4
"Pouteria subrotata",4
"Pradosia cochlearia",4
"Prunus debilis",4
"Prunus rotunda",4
"Psychotria pichisensis",4
"Qualea tessmannii",4
"Quiina blackii",4
"Rinorea neglecta",4
"Rudgea verticillata",4
"Salacia cordata",4
"Salacia solimoesensis",4
"Senna bacillaris",4
"Senna loretensis",4
"Senna macrophylla",4
"Senna trolliiflora",4
"Siparuna sarmentosa",4
"Sloanea stipitata",4
"Solanum riparium",4
"Sorocea pubivena",4
"Strychnos poeppigii",4
"Stryphnodendron porcatum",4
"Swartzia bombycina",4
"Swartzia obscura",4
"Swartzia oraria",4
"Syagrus smithii",4
"Tabebuia insignis",4
"Tachigali guianensis",4
"Tachigali paraensis",4
"Talisia obovata",4
"Talisia sylvatica",4
"Tapura peruviana",4
"Ternstroemia asymmetrica",4
"Tetrameranthus duckei",4
"Tetrameranthus umbellatus",4
"Thyrsodium herrerense",4
"Tococa guianensis",4
"Tontelea congestiflora",4
"Tontelea emarginata",4
"Toulicia patentinervis",4
"Tournefortia microcalyx",4
"Tovomita laurina",4
"Trichilia hispida",4
"Trichilia singularis",4
"Trichilia stipitata",4
"Vantanea spichigeri",4
"Vatairea guianensis",4
"Vismia billbergiana",4
"Vismia gracilis",4
"Vismia lateriflora",4
"Vitex klugii",4
"Votomita pubescens",4
"Vouarana guianensis",4
"Wettinia maynensis",4
"Xylopia barbata",4
"Xylopia micans",4
"Xylopia trichostemon",4
"Zanthoxylum pucro",4
"Zygia heteroneura",4
"Aiouea maguireana",5
"Alchornea latifolia",5
"Alibertia itayensis",5
"Allophylus mollis",5
"Aniba kappleri",5
"Arawakia weddelliana",5
"Byrsonima spicata",5
"Centrolobium microchaete",5
"Citharexylum reticulatum",5
"Cornutia odorata",5
"Diospyros manu",5
"Elaeagia mariae",5
"Faramea flavicans",5
"Ficus crocata",5
"Hamelia patens",5
"Miconia stenostachya",5
"Mouriri barinensis",5
"Mouriri huberi",5
"Palicourea ernestii",5
"Pourouma velutina",5
"Schefflera acuminata",5
"Senegalia multipinnata",5
"Aiphanes ulei",6
"Ambelania occidentalis",6
"Ampelozizyphus amazonicus",6
"Aniba hostmanniana",6
"Annona excellens",6
"Caraipa punctulata",6
"Caryodaphnopsis tomentosa",6
"Cecropia andina",6
"Cecropia latiloba",6
"Cecropia pastasana",6
"Clavija weberbaueri",6
"Coussapoa nitida",6
"Cremastosperma microcarpum",6
"Cupania livida",6
"Cupania rufescens",6
"Cybianthus guyanensis",6
"Dilodendron elegans",6
"Duguetia cauliflora",6
"Duguetia latifolia",6
"Duguetia macrophylla",6
"Duroia hirsuta",6
"Eugenia coffeifolia",6
"Eugenia limbosa",6
"Eugenia tumulescens",6
"Euplassa inaequalis",6
"Ferdinandusa goudotiana",6
"Ficus trigonata",6
"Garcinia brasiliensis",6
"Grias neuberthii",6
"Guarea cristata",6
"Guettarda crispiflora",6
"Herrania nitida",6
"Hirtella tocantina",6
"Homalolepis cavalcantei",6
"Hymenopus heteromorphus",6
"Iryanthera grandis",6
"Ixora ulei",6
"Lacmellea floribunda",6
"Licaria pucheri",6
"Manihot caerulescens",6
"Mayna grandifolia",6
"Miconia lanata",6
"Miconia rupticalyx",6
"Micropholis porphyrocarpa",6
"Myrcia amazonica",6
"Notopleura macrophylla",6
"Ocotea cuprea",6
"Oxandra euneura",6
"Palicourea gomezii",6
"Pentagonia gigantifolia",6
"Piper aequale",6
"Piper laevigatum",6
"Pleurothyrium glabrifolium",6
"Pourouma cuspidata",6
"Pouteria nudipetala",6
"Protium carnosum",6
"Protium pedicellatum",6
"Rudgea viburnoides",6
"Ryania angustifolia",6
"Schlegelia parviflora",6
"Senegalia tenuifolia",6
"Siparuna thecaphora",6
"Sloanea grandiflora",6
"Sloanea laurifolia",6
"Solanum lepidotum",6
"Solanum sessile",6
"Vasconcellea microcarpa",6
"Virola carinata",6
"Vismia minutiflora",6
"Vochysia venulosa",6
"Zanthoxylum huberi",6
"Allophylus divaricatus",7
"Bertiera guianensis",7
"Caryodaphnopsis inaequalis",7
"Coccoloba williamsii",7
"Eriotheca gracilipes",7
"Klarobelia lucida",7
"Palicourea crocea",7
"Prockia crucis",7
"Abarema macradenia",8
"Abarema microcalyx",8
"Alchorneopsis floribunda",8
"Amanoa oblongifolia",8
"Anaxagorea brachycarpa",8
"Anaxagorea phaeocarpa",8
"Aniba cylindriflora",8
"Aniba puchury-minor",8
"Annona duckei",8
"Anomospermum reticulatum",8
"Anthodiscus peruanus",8
"Banara nitida",8
"Buchenavia viridiflora",8
"Bunchosia argentea",8
"Bunchosia pseudonitida",8
"Calycolpus roraimensis",8
"Caryocar amygdaliforme",8
"Caryocar harlingii",8
"Casearia mariquitensis",8
"Cassipourea peruviana",8
"Cespedesia spathulata",8
"Chamaedorea angustisecta",8
"Chomelia obtusa",8
"Chomelia ribesioides",8
"Cinchona pubescens",8
"Clavija lancifolia",8
"Clavija nutans",8
"Clusia columnaris",8
"Clusia grandiflora",8
"Clusia palmicida",8
"Coccoloba acuminata",8
"Colubrina glandulosa",8
"Conceveiba maynasensis",8
"Copaifera duckei",8
"Cordia sellowiana",8
"Corythophora amapaensis",8
"Coussarea platyphylla",8
"Croton palanostigma",8
"Dacryodes chimantensis",8
"Dacryodes microcarpa",8
"Dialypetalanthus fuscescens",8
"Endlicheria arunciflora",8
"Endlicheria mishuyacensis",8
"Endlicheria multiflora",8
"Endlicheria ruforamula",8
"Entada polystachya",8
"Enterolobium cyclocarpum",8
"Erythroxylum patens",8
"Erythroxylum squamatum",8
"Euceraea nitida",8
"Eugenia discreta",8
"Eugenia ochrophloea",8
"Ficus americana",8
"Fridericia spicata",8
"Genipa spruceana",8
"Guatteria meliodora",8
"Guettarda pohliana",8
"Hirtella magnifolia",8
"Hirtella schultesii",8
"Inga ciliata",8
"Inga lineata",8
"Inga megaphylla",8
"Inga microcoma",8
"Inga stenoptera",8
"Inga suaveolens",8
"Inga yasuniana",8
"Joosia umbellifera",8
"Klarobelia anomala",8
"Lacmellea klugii",8
"Laetia ovalifolia",8
"Leptobalanus emarginatus",8
"Licania arachnoidea",8
"Licania celiae",8
"Licania intrapetiolaris",8
"Lissocarpa benthamii",8
"Machaerium subrhombiforme",8
"Marlierea caudata",8
"Matayba macrocarpa",8
"Maytenus amazonica",8
"Miconia appendiculata",8
"Miconia dodecandra",8
"Miconia juruensis",8
"Miconia ternatifolia",8
"Micrandra rossiana",8
"Myrcia deflexa",8
"Naucleopsis macrophylla",8
"Naucleopsis oblongifolia",8
"Nectandra hihua",8
"Nectandra pearcei",8
"Neea laxa",8
"Neea theifera",8
"Neosprucea grandiflora",8
"Ocotea pauciflora",8
"Ocotea splendens",8
"Ocotea whitei",8
"Ormosia panamensis",8
"Ouratea castaneifolia",8
"Paraia bracteata",8
"Pausandra macropetala",8
"Pentagonia subauriculata",8
"Perebea rubra",8
"Picramnia juniniana",8
"Picramnia sellowii",8
"Platymiscium gracile",8
"Pourouma phaeotricha",8
"Prestoea schultzeana",8
"Pristimera nervosa",8
"Protium demerarense",8
"Protium meridionale",8
"Prunus integrifolia",8
"Qualea acuminata",8
"Quararibea duckei",8
"Quiina cruegeriana",8
"Quiina macrophylla",8
"Rudgea lanceifolia",8
"Sanchezia scandens",8
"Schinopsis brasiliensis",8
"Schinopsis peruviana",8
"Sloanea laxiflora",8
"Sloanea obtusifolia",8
"Sloanea tuerckheimii",8
"Sorocea sprucei",8
"Sterculia corrugata",8
"Swartzia macrostachya",8
"Sweetia fruticosa",8
"Tachigali chrysophylla",8
"Talisia megaphylla",8
"Tapura coriacea",8
"Tipuana tipu",8
"Tococa capitata",8
"Tovomita speciosa",8
"Tovomita spruceana",8
"Trichilia schomburgkii",8
"Virola multiflora",8
"Vismia pozuzoensis",8
"Vismia tomentosa",8
"Vitex orinocensis",8
"Vochysia densiflora",8
"Ziziphus cinnamomum",8
"Zygia cauliflora",8
"Zygia macbridei",8
"Anomalocalyx uleanus",9
"Campomanesia lineatifolia",9
"Cavanillesia umbellata",9
"Clusia octandra",9
"Connarus erianthus",9
"Erythroxylum daphnites",9
"Eugenia pseudopsidium",9
"Klarobelia candida",9
"Miconia argyrophylla",9
"Miconia rufescens",9
"Psidium acutangulum",9
"Syagrus petraea",9
"Abarema mataybifolia",10
"Aiouea tomentella",10
"Allophylus latifolius",10
"Anacardium giganteum",10
"Aniba firmula",10
"Annona amazonica",10
"Annona foetida",10
"Anthodiscus pilosus",10
"Aspidosperma sandwithianum",10
"Astrocaryum sciophilum",10
"Bellucia pentamera",10
"Bocageopsis pleiosperma",10
"Brosimum longifolium",10
"Buchenavia sericocarpa",10
"Bunchosia hookeriana",10
"Byrsonima garcibarrigae",10
"Calyptranthes lucida",10
"Calyptranthes multiflora",10
"Calyptranthes speciosa",10
"Casearia aculeata",10
"Casearia megacarpa",10
"Casearia rusbyana",10
"Catostemma commune",10
"Chimarrhis barbata",10
"Chrysophyllum cuneifolium",10
"Chrysophyllum ovale",10
"Clitoria arborea",10
"Cojoba arborea",10
"Couepia magnoliifolia",10
"Couepia spicata",10
"Coussapoa ovalifolia",10
"Coussarea klugii",10
"Crateva tapia",10
"Cremastosperma gracilipes",10
"Croton lechleri",10
"Croton sampatik",10
"Cupania hispida",10
"Dichapetalum spruceanum",10
"Diospyros cavalcantei",10
"Diospyros duckei",10
"Diospyros longifolia",10
"Dodecastigma integrifolium",10
"Duckesia verrucosa",10
"Duguetia calycina",10
"Dussia tessmannii",10
"Elaeodendron xylocarpum",10
"Elaeoluma nuda",10
"Endlicheria bracteata",10
"Eriotheca longipedicellata",10
"Erisma splendens",10
"Eschweilera amazonica",10
"Eschweilera laevicarpa",10
"Esenbeckia amazonica",10
"Eugenia anastomosans",10
"Eugenia belemitana",10
"Eugenia cupulata",10
"Eugenia exaltata",10
"Eugenia gomesiana",10
"Eugenia longiracemosa",10
"Eumachia chaenotricha",10
"Faramea subsessilis",10
"Ficus nymphaeifolia",10
"Graffenrieda gracilis",10
"Guarea cinnamomea",10
"Guarea guentheri",10
"Guarea velutina",10
"Handroanthus incanus",10
"Helicostylis turbinata",10
"Hirtella pilosissima",10
"Hirtella suffulta",10
"Hortia superba",10
"Hylenaea praecelsa",10
"Iryanthera coriacea",10
"Iryanthera dialyandra",10
"Ixora panurensis",10
"Kielmeyera rubriflora",10
"Kutchubaea sericantha",10
"Lacmellea lactescens",10
"Lecythis barnebyi",10
"Licania affinis",10
"Licania hypoleuca",10
"Licania urceolaris",10
"Licaria macrophylla",10
"Manilkara paraensis",10
"Mauritiella aculeata",10
"Meliosma solomonii",10
"Miconia biglandulosa",10
"Miconia burchellii",10
"Miconia cuspidata",10
"Miconia matthaei",10
"Miconia molybdea",10
"Miconia nutans",10
"Miconia serialis",10
"Miconia tetraspermoides",10
"Mollinedia tessmannii",10
"Mouriri brevipes",10
"Mouriri duckeana",10
"Mouriri trunciflora",10
"Nectandra amazonum",10
"Nectandra pichurim",10
"Ocotea minor",10
"Ocotea oblongifolia",10
"Ouratea tarapotensis",10
"Pachira macrocalyx",10
"Pentagonia spathicalyx",10
"Piper aduncum",10
"Pouteria brachyandra",10
"Pouteria egregia",10
"Pouteria elegans",10
"Pouteria erythrochrysa",10
"Pouteria penicillata",10
"Pouteria simulans",10
"Pouteria williamii",10
"Pradosia decipiens",10
"Protium rubrum",10
"Psidium sartorianum",10
"Psychotria cupularis",10
"Psychotria mapourioides",10
"Pterandra arborea",10
"Rhabdodendron amazonicum",10
"Richeria dressleri",10
"Rinorea amapensis",10
"Schizocalyx peruvianus",10
"Senna ruiziana",10
"Siparuna reginae",10
"Sloanea schomburgkii",10
"Sommera sabiceoides",10
"Sorocea klotzschiana",10
"Talisia carinata",10
"Talisia nervosa",10
"Ternstroemia dentata",10
"Tontelea attenuata",10
"Tovomita acutiflora",10
"Trichilia cipo",10
"Trymatococcus oligandrus",10
"Unonopsis perrottetii",10
"Vismia cauliflora",10
"Vochysia lomatophylla",10
"Vochysia vismiifolia",10
"Xylopia amazonica",10
"Xylopia ochrantha",10
"Aspidosperma spruceanum",11
"Casearia obovalis",11
"Hancornia speciosa",11
"Licania arborea",11
"Licaria martiniana",11
"Machaerium microphyllum",11
"Ouratea latifolia",11
"Palicourea guianensis",11
"Pleurothyrium poeppigii",11
"Pseudima frutescens",11
"Tovomita caloneura",11
"Tovomita obovata",11
"Trichilia pachypoda",11
"Vismia cayennensis",11
"Acalypha cuneata",12
"Allophylus pilosus",12
"Amanoa guianensis",12
"Aptandra caudata",12
"Ardisia nigrovirens",12
"Attalea speciosa",12
"Buchenavia congesta",12
"Caryocar pallidum",12
"Casearia combaymensis",12
"Cecropia peltata",12
"Cestrum racemosum",12
"Chamaedorea fragrans",12
"Chomelia paniculata",12
"Chomelia polyantha",12
"Chomelia tenuiflora",12
"Chrysochlamys weberbaueri",12
"Clusia viscida",12
"Connarus patrisii",12
"Cordia hebeclada",12
"Couepia ulei",12
"Coutarea hexandra",12
"Cyathea andina",12
"Erythrina amazonica",12
"Erythroxylum suberosum",12
"Eugenia agathopoda",12
"Hevea pauciflora",12
"Ilex nayana",12
"Inga aria",12
"Inga cayennensis",12
"Inga duckei",12
"Inga lopadadenia",12
"Inga santaremnensis",12
"Inga tocacheana",12
"Inga yacoana",12
"Iriartella setigera",12
"Iryanthera tessmannii",12
"Lacmellea gracilis",12
"Licania macrocarpa",12
"Licania paraensis",12
"Lueheopsis althaeiflora",12
"Machaerium villosum",12
"Macoubea guianensis",12
"Mezilaurus opaca",12
"Mezilaurus subcordata",12
"Mezilaurus triunca",12
"Miconia barbeyana",12
"Miconia centrodesma",12
"Miconia pubipetala",12
"Micropholis melinoniana",12
"Nectandra globosa",12
"Neea parvifolia",12
"Ocotea rubrinervis",12
"Panopsis rubescens",12
"Peltogyne floribunda",12
"Persea fastigiata",12
"Platymiscium stipulare",12
"Pouteria engleri",12
"Protium guianense",12
"Pterocarpus steinbachianus",12
"Roucheria laxiflora",12
"Rourea camptoneura",12
"Senefeldera triandra",12
"Sloanea gladysiae",12
"Sloanea macrophylla",12
"Sloanea synandra",12
"Sorocea trophoides",12
"Sterculia rugosa",12
"Tachigali formicarum",12
